,0,1,2,3,4,5,obj
0,2.7118828712465683,3.0740459451718043,2.722263006517795,0.9585536358276923,2.2345940072677632,0.4460464245152824,0.1735712436265391
1,2.661353296551192,3.116730987117682,2.8524386127404893,1.0619662958711737,1.3143068787623782,0.5096350172499955,0.17086695366520277
2,2.7232803897755433,3.490645917126372,2.803069230603729,1.0963974657600324,0.4705840774168008,0.4393673735990294,0.17064086220581157
3,2.6880526859621243,3.315877858846431,2.579179505258053,0.9661868771681336,1.5814634745770413,0.4749164737411743,0.1834195604071476
4,2.6871288584559774,3.051731503995398,2.8063839492162694,0.8873435661083516,1.627906986019388,0.31269948881825366,0.17207489757513741
5,2.572945069595046,3.1331217792267716,2.5998553558304196,0.84160571132641,2.70804550677224,0.5620539387010794,0.17751804069283347
6,2.6860733065128524,3.3246453831945244,2.554894277071768,0.8690927074924326,2.1107249567140536,0.5120187370378344,0.18383746001914045
7,2.5943665337684787,3.33763557842439,2.908862524886874,1.0786088899158364,1.034684078878833,0.589763500316338,0.16748379068451444
8,2.6613197291537625,3.047548874014807,2.787718844397174,1.0232426145008617,2.3449667800814518,0.34377551195994405,0.1709556963732989
9,2.5750135441130046,3.323583555266656,2.8814595495597097,1.0179162788735279,0.5138628166634943,0.34999923744783057,0.16666478761228073
