,0,1,2,3,4,5,obj
0,2.692860524182676,3.162865120021121,2.8439661133768617,1.0381026321535045,0.44004576272967333,0.36996182876981765,0.16764913406258297
1,2.555477417375745,3.142006811886746,2.863113659095357,0.9463104014809861,2.4466505738646274,0.5914623715296464,0.1624664032104448
2,2.559791217643705,3.4392517850166837,2.9918427401569403,1.0365250485370732,1.1508107131443932,0.29411286632538447,0.16080627445680984
3,2.6563053624006883,3.1696407529239883,2.6035822090785787,0.9514590339027588,2.482119680560629,0.6060971638141143,0.17910350509061454
4,2.6156798764108293,3.5066379537029326,2.88556092974696,0.9023101242808397,1.5345020167515182,0.6310216565210984,0.1627156372281813
5,2.627049303566947,3.052064058056997,2.9893816481417055,1.021178411931743,1.2286495018303778,0.4250521652978016,0.16511926130828347
6,2.710954840722184,3.108413111946611,2.743663744829554,1.010800453349789,1.820887823066774,0.6239385259596989,0.17037301591237664
7,2.6424944670738166,3.124373987545503,2.616820035127033,0.9108790742173715,2.943663320868376,0.4587567885776083,0.17746573855465872
8,2.7046888614364586,3.497250457057331,2.60735452999535,0.879514057286024,0.11548394946982996,0.5624950961537318,0.17542475416683315
9,2.6274695001442328,3.030721552689936,2.96992888262316,0.8954511434721787,2.673560249033475,0.4988668663109499,0.1649631881345723
